split_tag,experiment,model,eval_track,slice_stage,ood_name,bin_family,bin_label,bin_count,bin_positive_count,bin_negative_count,acc,macro_f1,auc_pr,roc_auc,tpr_at_1pct_fpr,tpr_at_5pct_fpr,tpr_at_10pct_fpr,evasion_rate,token_count_median,token_count_mean,lexical_ttr_median,avg_token_len_median,source_file,threshold_note,split,semantic_coverage,defer_rate
A,ablation,M2_TFIDF_PLUS_FLAGS,ranking,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.9882,0.9882,0.9996,0.9996,0.9651,1.0,1.0,0.0,118.0,169.2,0.4788,5.0368,metrics_ablation_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M2_TFIDF_PLUS_FLAGS,ranking,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.7242,0.42,0.7267,0.5068,0.0055,0.0512,0.0928,0.0,214.0,263.4042,0.5877,4.9834,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,deployment_threshold,OOD,,complexity_bin,complex_q1,192,79,113,0.6771,0.6276,0.6887,0.7158,0.2025,0.2658,0.3291,0.6203,11.5,13.8854,0.8824,4.7042,metrics_ablation_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,deployment_threshold,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.8765,0.8749,0.9993,0.9993,0.9651,1.0,1.0,0.2442,118.0,169.2,0.4788,5.0368,metrics_ablation_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,deployment_threshold,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.6349,0.5217,0.7545,0.5527,0.0069,0.0471,0.1247,0.2258,214.0,263.4042,0.5877,4.9834,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,ranking,OOD,,complexity_bin,complex_q1,192,79,113,0.5781,0.574,0.6887,0.7158,0.2025,0.2658,0.3291,0.1772,11.5,13.8854,0.8824,4.7042,metrics_ablation_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,ranking,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.9824,0.9823,0.9993,0.9993,0.9651,1.0,1.0,0.0116,118.0,169.2,0.4788,5.0368,metrics_ablation_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,ranking,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.7252,0.4239,0.7545,0.5527,0.0069,0.0471,0.1247,0.0,214.0,263.4042,0.5877,4.9834,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,deployment_threshold,OOD,,complexity_bin,complex_q1,192,79,113,0.7135,0.6899,0.6767,0.7107,0.1139,0.2785,0.3797,0.4684,11.5,13.8854,0.8824,4.7042,metrics_ablation_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,deployment_threshold,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.9647,0.9647,0.9996,0.9996,0.9651,1.0,1.0,0.0698,118.0,169.2,0.4788,5.0368,metrics_ablation_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,deployment_threshold,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.67,0.5179,0.7419,0.5314,0.018,0.0596,0.1053,0.1496,214.0,263.4042,0.5877,4.9834,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,ranking,OOD,,complexity_bin,complex_q1,192,79,113,0.5521,0.5437,0.6767,0.7107,0.1139,0.2785,0.3797,0.1646,11.5,13.8854,0.8824,4.7042,metrics_ablation_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,ranking,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.9882,0.9882,0.9996,0.9996,0.9651,1.0,1.0,0.0,118.0,169.2,0.4788,5.0368,metrics_ablation_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,ranking,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.7242,0.42,0.7419,0.5314,0.018,0.0596,0.1053,0.0,214.0,263.4042,0.5877,4.9834,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TAILCAL,deployment_threshold,OOD,,complexity_bin,complex_q1,192,79,113,0.6823,0.6539,0.6827,0.7112,0.1646,0.2532,0.3671,0.519,11.5,13.8854,0.8824,4.7042,metrics_ablation_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TAILCAL,deployment_threshold,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.9647,0.9647,0.9996,0.9996,0.9651,1.0,1.0,0.0698,118.0,169.2,0.4788,5.0368,metrics_ablation_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TAILCAL,deployment_threshold,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.676,0.512,0.7405,0.5359,0.0152,0.0416,0.1163,0.133,214.0,263.4042,0.5877,4.9834,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TAILCAL,ranking,OOD,,complexity_bin,complex_q1,192,79,113,0.5365,0.5241,0.6827,0.7112,0.1646,0.2532,0.3671,0.1519,11.5,13.8854,0.8824,4.7042,metrics_ablation_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TAILCAL,ranking,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.9882,0.9882,0.9996,0.9996,0.9651,1.0,1.0,0.0,118.0,169.2,0.4788,5.0368,metrics_ablation_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TAILCAL,ranking,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.7252,0.4239,0.7405,0.5359,0.0152,0.0416,0.1163,0.0,214.0,263.4042,0.5877,4.9834,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,deployment_threshold,OOD,,complexity_bin,complex_q1,192,79,113,0.6927,0.6674,0.6732,0.7073,0.1392,0.2785,0.3671,0.4937,11.5,13.8854,0.8824,4.7042,metrics_ablation_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,deployment_threshold,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.9588,0.9588,0.9996,0.9996,0.9767,1.0,1.0,0.0814,118.0,169.2,0.4788,5.0368,metrics_ablation_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,deployment_threshold,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.679,0.5191,0.7362,0.5316,0.0111,0.0402,0.0983,0.133,214.0,263.4042,0.5877,4.9834,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,ranking,OOD,,complexity_bin,complex_q1,192,79,113,0.5365,0.5285,0.6732,0.7073,0.1392,0.2785,0.3671,0.1899,11.5,13.8854,0.8824,4.7042,metrics_ablation_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,ranking,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.9882,0.9882,0.9996,0.9996,0.9767,1.0,1.0,0.0,118.0,169.2,0.4788,5.0368,metrics_ablation_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,ranking,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.7242,0.42,0.7362,0.5316,0.0111,0.0402,0.0983,0.0,214.0,263.4042,0.5877,4.9834,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,deployment_threshold,OOD,,complexity_bin,complex_q1,192,79,113,0.6771,0.6367,0.6629,0.7046,0.1139,0.2785,0.3544,0.5823,11.5,13.8854,0.8824,4.7042,metrics_ablation_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,deployment_threshold,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.9353,0.9351,0.9995,0.9994,0.9651,1.0,1.0,0.1279,118.0,169.2,0.4788,5.0368,metrics_ablation_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,deployment_threshold,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.674,0.5253,0.7501,0.5465,0.0125,0.0471,0.1302,0.1482,214.0,263.4042,0.5877,4.9834,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,ranking,OOD,,complexity_bin,complex_q1,192,79,113,0.599,0.5976,0.6629,0.7046,0.1139,0.2785,0.3544,0.2025,11.5,13.8854,0.8824,4.7042,metrics_ablation_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,ranking,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.9882,0.9882,0.9995,0.9994,0.9651,1.0,1.0,0.0,118.0,169.2,0.4788,5.0368,metrics_ablation_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,ranking,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.7252,0.4239,0.7501,0.5465,0.0125,0.0471,0.1302,0.0,214.0,263.4042,0.5877,4.9834,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=ranking; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_BOOST,deployment_threshold,OOD,,complexity_bin,complex_q1,192,79,113,0.7448,0.736,0.765,0.8322,0.1139,0.4304,0.5063,0.3165,11.5,13.8854,0.8824,4.7042,metrics_hybrid_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_BOOST,deployment_threshold,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.8235,0.8199,0.8219,0.7377,0.2907,0.5581,0.593,0.3256,118.0,169.2,0.4788,5.0368,metrics_hybrid_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_BOOST,deployment_threshold,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.7673,0.6959,0.8709,0.7639,0.0471,0.1648,0.3587,0.1357,214.0,263.4042,0.5877,4.9834,metrics_hybrid_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_BOOST_V2,deployment_threshold,OOD,,complexity_bin,complex_q1,192,79,113,0.7448,0.736,0.765,0.8322,0.1139,0.4304,0.5063,0.3165,11.5,13.8854,0.8824,4.7042,metrics_hybrid_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_BOOST_V2,deployment_threshold,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.8235,0.8199,0.8219,0.7377,0.2907,0.5581,0.593,0.3256,118.0,169.2,0.4788,5.0368,metrics_hybrid_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_BOOST_V2,deployment_threshold,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.7673,0.6959,0.8709,0.7639,0.0471,0.1648,0.3587,0.1357,214.0,263.4042,0.5877,4.9834,metrics_hybrid_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_VETO,deployment_threshold,OOD,,complexity_bin,complex_q1,192,79,113,0.651,0.646,0.765,0.8322,0.1139,0.4304,0.5063,0.0633,11.5,13.8854,0.8824,4.7042,metrics_hybrid_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_VETO,deployment_threshold,OOD,ood_test_injection,complexity_bin,complex_q1,170,86,84,0.7176,0.7176,0.8219,0.7377,0.2907,0.5581,0.593,0.2907,118.0,169.2,0.4788,5.0368,metrics_hybrid_bins_splitA__ood-ood_test_injection.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=170; n_pos=86; n_neg=84; ood_name=ood_test_injection,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_VETO,deployment_threshold,OOD,ood_test_injection_standard,complexity_bin,complex_q1,997,722,275,0.7813,0.6891,0.8709,0.7639,0.0471,0.1648,0.3587,0.0845,214.0,263.4042,0.5877,4.9834,metrics_hybrid_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=722; n_neg=275; ood_name=ood_test_injection_standard,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
A,hybrid,HYBRID_SEM_EXPERT_GATE_M1_M3,deployment_threshold,OOD,,complexity_bin,complex_q1,192,79,113,0.7083,0.7029,0.6954,0.8006,0.0,0.1899,0.3165,0.3038,11.5,13.8854,0.8824,4.7042,metrics_hybrid_bins_splitA.csv,bin_eval=complexity_bin:complex_q1; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=79; n_neg=113,OOD_BIN_COMPLEXITY_BIN_COMPLEX_Q1,,
